date,open,high,close,low,volume,amount
2016-08-04,21.79,22.0,21.92,21.31,12545757.0,272225548.0
2016-08-03,21.0,22.45,22.13,20.51,19193739.0,416875076.0
2016-08-02,20.55,21.12,20.77,20.17,16346413.0,340555427.0
2016-08-01,20.37,21.22,20.42,20.03,10644522.0,219709891.0
2016-07-29,20.92,21.74,20.69,20.52,12374196.0,259422860.0
2016-07-28,21.98,22.14,21.12,20.85,18633993.0,398099770.0
2016-07-27,21.82,23.35,22.66,21.3,31002870.0,695243726.0
2016-07-26,22.15,22.78,21.6,21.2,18603919.0,404164550.0
2016-07-25,20.17,21.98,21.98,20.0,20356447.0,436267328.0
2016-07-22,19.41,20.8,19.98,18.82,13813642.0,277208379.0
2016-07-21,18.31,19.53,19.09,18.25,16673231.0,315894950.0
2016-07-20,18.17,18.73,18.47,18.09,6317686.0,116867662.0
2016-07-19,18.3,18.3,17.99,17.9,4269151.0,77186443.0
2016-07-18,18.0,18.52,18.31,18.0,5968698.0,109042324.0
2016-07-15,17.69,18.79,18.32,17.69,10609598.0,194955451.0
2016-07-14,17.6,17.73,17.68,17.21,4794358.0,84169038.0
2016-07-13,17.88,17.89,17.63,17.53,5406569.0,95713623.0
2016-07-12,17.82,17.95,17.58,17.05,8108498.0,141786354.0
2016-07-11,18.0,18.5,17.95,17.71,9424136.0,170249172.0
2016-07-08,19.5,19.5,18.47,18.15,18940858.0,355170150.0
2016-07-07,18.66,18.66,18.66,18.41,4875655.0,90968051.0
2016-07-06,16.96,16.96,16.96,16.96,115812.0,1964172.0
2016-03-15,15.24,15.51,15.42,15.12,2461596.0,37829981.0
2016-03-14,15.02,15.55,15.24,15.02,2558168.0,39249997.0
2016-03-11,14.97,14.97,14.74,14.49,2540435.0,37387403.0
2016-03-10,15.25,15.41,15.01,15.01,2306678.0,35044197.0
2016-03-09,15.48,15.6,15.27,15.15,2097641.0,32157547.0
2016-03-08,15.5,15.77,15.75,14.8,3895069.0,59240181.0
2016-03-07,15.17,15.75,15.47,15.17,3165571.0,48950943.0
2016-03-04,15.84,16.15,15.17,15.0,6906978.0,107702642.0
2016-03-03,15.1,16.71,16.11,15.1,9947390.0,162713266.0
2016-03-02,14.4,15.2,15.19,14.36,4912862.0,72978379.0
2016-03-01,14.02,14.6,14.41,14.02,2964023.0,42568862.0
2016-02-29,14.82,14.93,14.02,13.8,3393366.0,48048049.0
2016-02-26,15.15,15.39,14.87,14.31,3532751.0,52552245.0
2016-02-25,16.5,16.61,15.06,15.06,5600121.0,88858536.0
2016-02-24,15.98,16.75,16.73,15.83,4770409.0,77784766.0
2016-02-23,16.56,16.58,16.18,15.7,3842064.0,62074370.0
2016-02-22,16.35,16.59,16.47,16.22,3947097.0,64767422.0
2016-02-19,15.92,16.18,16.09,15.3,2923578.0,46752587.0
2016-02-18,16.12,16.36,15.97,15.8,4651839.0,74865078.0
2016-02-17,15.6,16.7,16.12,15.55,5211673.0,83920400.0
2016-02-16,15.11,15.71,15.61,15.1,2983341.0,46101224.0
2016-02-15,14.68,15.19,15.03,14.54,2822387.0,42029163.0
2016-02-05,15.02,15.9,15.3,15.02,3798999.0,59098699.0
2016-02-04,14.52,15.25,15.15,14.52,4009040.0,60204976.0
2016-02-03,14.5,14.53,14.48,14.25,2218443.0,31904950.0
2016-02-02,14.15,14.71,14.54,14.05,4217552.0,61209261.0
2016-02-01,13.99,14.28,14.09,13.9,2713060.0,38255948.0
2016-01-29,13.59,14.21,13.98,13.3,3827997.0,53100187.0
2016-01-28,13.96,14.21,13.57,13.4,2701535.0,37499191.0
2016-01-27,14.64,14.69,14.01,13.26,4053852.0,55722564.0
2016-01-26,15.76,15.88,14.5,14.38,3795022.0,57950281.0
2016-01-25,15.78,16.15,15.91,15.66,3230394.0,51267068.0
2016-01-22,15.5,15.81,15.58,15.13,2528437.0,39131911.0
2016-01-21,15.7,16.2,15.44,15.0,4534089.0,71623970.0
2016-01-20,16.05,16.38,16.0,15.75,4413780.0,70896661.0
2016-01-19,15.55,16.25,16.22,15.33,5011539.0,79621022.0
2016-01-18,14.97,15.72,15.55,14.7,4194785.0,64855603.0
2016-01-15,15.71,16.1,15.39,15.21,4305926.0,67631946.0
2016-01-14,14.86,16.0,15.97,14.39,6822887.0,104518222.0
2016-01-13,15.45,15.88,15.24,14.75,5303881.0,82261434.0
2016-01-12,15.9,16.1,15.27,15.0,6108187.0,95641235.0
2016-01-11,16.59,17.24,15.9,15.9,5803637.0,96522798.0
2016-01-08,18.5,18.57,17.67,16.3,6373094.0,113052129.0
2016-01-07,19.7,19.7,18.04,18.04,1208300.0,22481027.0
2016-01-06,19.9,20.28,20.04,19.53,3677914.0,73270909.0
2016-01-05,19.0,21.15,19.87,19.0,6422810.0,127732037.0
2016-01-04,22.8,22.84,20.69,20.68,4683938.0,100829966.0
2015-12-31,21.9,23.38,22.97,21.9,8596229.0,195815367.0
2015-12-30,21.88,21.96,21.84,21.36,2870990.0,62526494.0
2015-12-29,21.86,22.27,21.77,21.3,5250566.0,113924484.0
2015-12-28,23.2,23.4,21.88,21.85,7179053.0,162194686.0
2015-12-25,23.18,23.3,23.2,22.82,4680090.0,107972478.0
2015-12-24,24.05,24.05,23.04,22.88,7514268.0,174364224.0
2015-12-23,23.97,24.44,24.11,23.66,7010729.0,168390544.0
2015-12-22,23.8,24.1,23.78,23.5,5346038.0,126667858.0
2015-12-21,24.2,24.8,23.91,23.7,6732060.0,162997616.0
2015-12-18,23.53,24.66,23.99,23.43,10923005.0,263906576.0
2015-12-17,22.5,23.35,23.34,22.5,9130561.0,210611488.0
2015-12-16,22.59,22.65,22.21,22.15,4185126.0,93448960.0
2015-12-15,22.24,22.66,22.32,22.01,5079004.0,113433192.0
2015-12-14,21.61,22.31,22.29,21.5,4046354.0,89141536.0
2015-12-11,21.81,22.39,21.88,21.6,4673776.0,102208112.0
2015-12-10,21.85,23.36,22.2,21.84,12818280.0,288627488.0
2015-12-09,21.06,21.87,21.27,21.01,5337013.0,113870310.0
2015-12-08,21.93,21.93,21.05,21.0,6012803.0,128917640.0
2015-12-07,21.45,22.15,22.02,21.09,6312157.0,137147022.0
2015-12-04,21.1,21.88,21.44,21.03,6144224.0,131654864.0
2015-12-03,20.66,21.32,21.18,20.66,3942835.0,83239280.0
2015-12-02,21.3,21.37,20.82,20.3,4477331.0,93420616.0
2015-12-01,20.38,22.0,21.25,20.01,8258376.0,174064786.0
2015-11-30,21.18,21.98,20.42,19.29,8221197.0,167423712.0
2015-11-27,23.35,23.43,21.18,21.17,9664860.0,214986688.0
2015-11-26,23.85,24.08,23.52,23.5,5144629.0,121834528.0
2015-11-25,23.4,24.15,23.84,23.4,6700981.0,159413344.0
2015-11-24,23.26,23.75,23.62,22.86,6518631.0,152319184.0
2015-11-23,24.55,24.61,23.31,23.25,8731213.0,209417280.0
2015-11-20,23.93,24.49,24.2,23.53,10179566.0,244046064.0
2015-11-19,23.72,24.26,23.91,23.01,12066059.0,283441984.0
2015-11-18,26.17,26.28,24.03,23.8,15647300.0,392725632.0
2015-11-17,27.62,27.69,26.08,25.9,16492568.0,436719296.0
2015-11-16,24.51,26.28,26.06,24.1,10645782.0,266073888.0
2015-11-13,24.1,26.35,24.96,24.1,18363120.0,466057728.0
2015-11-12,24.62,24.64,24.03,23.68,12010783.0,289554528.0
2015-11-11,24.2,25.1,24.62,23.8,15167960.0,369692448.0
2015-11-10,23.5,24.79,24.79,23.5,20202020.0,488294048.0
2015-11-09,22.04,23.11,22.54,22.04,10156221.0,229586912.0
2015-11-06,22.18,22.65,22.33,22.0,7435966.0,166579664.0
2015-11-05,22.3,23.15,22.21,21.88,14132634.0,318205568.0
2015-11-04,20.95,21.99,21.85,20.93,10082808.0,217384384.0
2015-11-03,20.89,21.33,20.89,20.0,7249691.0,150339424.0
2015-11-02,20.35,21.3,20.44,19.86,6676737.0,137781904.0
2015-10-30,20.85,21.0,20.61,20.5,6026310.0,125007168.0
2015-10-29,21.02,21.36,20.89,20.65,6735104.0,141717744.0
2015-10-28,21.9,22.12,20.62,20.2,9810062.0,208908528.0
2015-10-27,21.49,22.18,21.78,20.39,10478621.0,223817696.0
2015-10-26,23.32,23.46,21.85,21.06,17848800.0,395230432.0
2015-10-23,21.21,22.43,22.43,20.71,19382384.0,421894176.0
2015-10-22,18.65,20.39,20.39,18.65,13807173.0,276990176.0
2015-10-21,19.96,20.5,18.54,18.23,9271455.0,180806752.0
2015-10-20,19.86,20.39,19.93,19.66,7317873.0,146800416.0
2015-10-19,20.55,20.7,19.63,19.56,10350092.0,207850832.0
2015-10-16,20.32,21.0,20.41,19.5,15950832.0,321383168.0
2015-10-15,18.61,20.2,19.98,18.61,12697731.0,247903008.0
2015-10-14,18.15,19.9,18.88,17.81,17960672.0,337904320.0
2015-10-13,16.61,18.5,18.5,16.6,11654537.0,205262352.0
2015-10-12,16.2,17.18,16.82,16.01,10100185.0,168299216.0
2015-10-09,16.11,16.33,16.19,15.99,4854067.0,78525360.0
2015-10-08,16.03,16.5,16.26,15.75,7555801.0,122136840.0
