1,1,1,1
2,2,2,1
1,1,2,1
2,2,3,1
3,3,4,1
4,4,5,1
4,5,2,1
4,6,2,1
2,2,6,1
3,3,5,1
4,4,1,1
4,5,1,1
4,6,1,1
5,7,7,1
2,2,1,1
5,8,2,1
3,3,8,1
4,4,9,1
4,5,10,1
4,6,11,1
5,9,12,1
5,7,13,1
5,8,1,1
4,4,14,1
6,10,5,1
5,9,15,1
5,7,6,1
5,8,16,1
4,5,17,1
6,10,18,1
5,9,19,1
5,7,20,1
7,11,21,1
6,10,22,1
5,9,23,1
7,11,24,1
4,5,25,1
6,10,26,1
5,9,27,1
7,11,28,1
6,10,29,1
5,9,1,1
7,11,30,1
6,10,31,1
5,9,2,1
7,11,32,1
5,9,33,1
7,11,34,1
7,11,35,1
7,11,36,1
8,12,5,1
8,12,37,1
8,12,1,1
8,12,38,1
8,12,39,1
8,12,40,1
8,12,41,1
8,12,42,1
9,13,1,1
9,13,5,1
9,13,43,1
9,13,44,1
9,13,45,1
9,13,46,1
9,13,47,1
9,13,48,1
9,13,49,1
9,13,4,1
9,13,50,1
9,13,51,1
9,13,6,1
10,14,1,1
10,14,5,1
10,14,52,1
10,14,53,1
10,14,54,1
11,15,55,1
11,15,56,1
11,15,57,1
11,15,58,1
11,15,59,1
11,15,60,1
11,15,61,1
11,15,62,1
11,15,63,1
11,15,64,1
11,15,65,1
12,16,66,1
12,16,55,1
12,16,6,1
12,16,67,1
13,17,68,1
13,17,69,1
13,17,70,1
13,17,71,1
13,17,72,1
13,17,73,1
14,18,74,1
14,18,75,1
14,18,76,1
13,17,77,1
14,18,78,1
13,17,79,1
14,18,80,1
15,19,81,1
14,18,82,1
14,18,83,1
14,18,68,1
14,18,84,1
14,18,85,1
15,19,6,1
15,19,86,1
15,19,87,1
15,20,1,1
15,20,88,1
15,20,89,1
15,20,90,1
16,21,91,1
16,21,6,1
16,21,92,1
15,20,93,1
15,20,94,1
15,20,95,1
15,20,96,1
15,20,78,1
15,20,80,1
15,20,97,1
15,20,6,1
15,20,98,1
15,20,49,1
15,20,99,1
17,22,100,1
15,20,101,1
17,22,102,1
15,20,50,1
17,22,103,1
15,20,68,1
17,22,104,1
17,22,105,1
17,22,80,1
17,22,68,1
17,22,106,1
17,22,107,1
18,23,68,1
17,22,108,1
18,23,109,1
17,22,110,1
18,23,111,1
17,22,112,1
18,23,113,1
18,23,114,1
17,22,115,1
18,23,116,1
18,23,117,1
17,22,6,1
18,23,118,1
17,22,49,1
18,23,119,1
17,22,50,1
19,24,1,1
19,24,120,1
19,24,121,1
19,24,2,1
19,24,78,1
19,24,6,1
19,24,122,1
19,24,123,1
19,24,124,1
19,24,49,1
19,24,125,1
19,24,126,1
19,24,127,1
19,24,50,1
20,25,66,1
20,25,55,1
20,25,6,1
20,25,67,1
21,26,128,1
21,26,129,1
21,26,74,1
21,26,130,1
21,26,131,1
21,26,132,1
21,26,133,1
21,26,134,1
22,27,135,1
22,27,80,1
22,27,68,1
23,28,136,1
23,28,137,1
23,28,138,1
23,28,139,1
23,28,140,1
23,28,141,1
24,29,68,1
24,29,142,1
24,29,143,1
24,30,80,1
24,30,68,1
24,30,144,1
24,30,145,1
24,30,1,1
24,30,146,1
24,30,147,1
25,31,143,1
24,30,148,1
25,31,149,1
26,32,143,1
26,33,1,1
26,33,68,1
26,33,143,1
26,34,143,1
27,35,150,1
27,35,143,1
27,36,143,1
27,36,151,1
27,36,152,1
27,36,153,1
27,36,154,1
28,37,155,1
28,37,68,1
28,37,74,1
29,38,68,1
29,38,156,1
30,39,157,1
30,39,158,1
30,39,159,1
30,39,160,1
30,39,161,1
30,39,145,1
30,39,162,1
30,39,80,1
31,40,156,1
31,40,163,1
31,40,164,1
31,41,140,1
31,41,165,1
31,41,166,1
32,42,167,1
32,42,99,1
32,42,140,1
32,42,168,1
32,42,169,1
32,42,170,1
32,42,171,1
32,42,172,1
32,42,173,1
33,43,174,1
33,43,175,1
33,43,73,1
33,43,176,1
33,43,177,1
33,43,178,1
33,43,68,1
33,43,179,1
33,43,168,1
33,43,180,1
33,43,181,1
33,43,182,1
33,43,183,1
34,44,184,1
34,44,185,1
34,44,186,1
34,44,187,1
34,44,140,1
34,44,188,1
35,45,189,1
35,45,190,1
35,45,191,1
35,45,192,1
35,45,193,1
35,45,194,1
35,45,195,1
35,45,196,1
36,46,116,1
36,46,111,1
36,47,197,1
36,47,198,1
36,47,199,1
36,47,200,1
36,47,201,1
36,47,202,1
37,48,197,1
37,48,203,1
37,48,204,1
37,48,205,1
38,49,68,1
38,49,206,1
38,49,207,1
38,49,208,1
38,49,140,1
38,49,73,1
38,49,209,1
38,49,105,1
38,49,107,1
38,49,108,1
38,49,110,1
38,49,112,1
38,49,115,1
38,49,6,1
38,49,49,1
38,49,50,1
39,50,6,1
39,50,210,1
39,50,197,1
39,50,211,1
40,51,140,1
40,51,212,1
40,51,213,1
40,51,214,1
41,52,140,1
41,53,197,1
41,53,215,1
41,53,216,1
41,53,217,1
41,53,218,1
41,53,219,1
41,53,220,1
41,53,221,1
41,53,222,1
41,53,223,1
41,53,1,1
41,53,224,1
41,53,225,1
41,53,226,1
41,53,227,1
41,53,228,1
41,53,229,1
41,53,230,1
41,53,231,1
41,53,232,1
41,53,233,1
42,54,234,1
42,54,235,1
42,55,236,1
42,55,215,1
42,55,78,1
42,55,237,1
42,55,238,1
42,55,239,1
42,55,240,1
43,56,236,1
43,56,215,1
43,56,241,1
43,56,242,1
43,56,6,1
43,56,243,1
43,56,50,1
43,56,49,1
44,57,236,1
44,57,215,1
45,58,215,1
45,58,244,1
45,58,245,1
45,58,246,1
45,59,236,1
45,59,215,1
46,60,244,1
46,60,245,1
46,60,246,1
46,61,237,1
47,62,247,1
47,62,198,1
47,62,248,1
47,62,249,1
47,62,199,1
47,62,234,1
47,62,250,1
47,62,251,1
47,62,252,1
47,62,253,1
47,62,254,1
47,62,255,1
47,62,256,1
48,63,215,1
48,64,6,1
48,64,257,1
48,64,258,1
48,64,259,1
48,64,260,1
48,64,261,1
48,64,262,1
48,64,263,1
48,64,78,1
48,64,216,1
48,64,215,1
49,65,215,1
49,65,264,1
49,65,197,1
49,65,265,1
49,65,266,1
50,66,267,1
50,66,268,1
50,66,269,1
50,66,215,1
50,66,270,1
50,66,53,1
50,66,271,1
50,66,272,1
51,67,197,1
51,67,273,1
51,67,1,1
51,67,274,1
51,67,207,1
51,67,275,1
52,68,215,1
52,68,276,1
52,68,197,1
52,68,277,1
52,68,278,1
52,68,279,1
52,68,78,1
52,68,271,1
52,68,280,1
52,68,281,1
52,68,282,1
52,68,241,1
52,68,242,1
52,68,6,1
52,68,243,1
52,68,50,1
52,68,49,1
53,69,197,1
53,70,7,1
53,70,283,1
53,70,284,1
53,70,285,1
53,70,286,1
53,70,99,1
53,70,287,1
54,71,7,1
54,71,285,1
54,71,288,1
54,71,289,1
54,71,290,1
54,71,291,1
54,71,292,1
55,72,293,1
54,71,294,1
55,72,295,1
55,72,296,1
54,71,297,1
55,72,298,1
54,71,299,1
55,72,300,1
54,71,301,1
55,72,302,1
54,71,183,1
55,72,303,1
54,71,304,1
55,72,305,1
54,71,190,1
54,71,227,1
54,71,228,1
54,71,306,1
54,71,307,1
54,71,308,1
54,71,309,1
54,71,310,1
54,71,107,1
54,71,101,1
54,71,311,1
54,71,312,1
54,71,50,1
54,71,313,1
54,71,314,1
54,71,315,1
54,71,185,1
54,71,316,1
54,71,316,1
54,71,49,1
54,71,317,1
54,71,318,1
54,71,319,1
54,71,320,1
54,71,321,1
54,71,322,1
54,71,323,1
54,71,324,1
54,71,325,1
54,71,326,1
54,71,327,1
54,71,328,1
54,71,329,1
54,71,330,1
54,71,331,1
54,71,332,1
56,73,1,1
54,71,333,1
56,73,7,1
56,73,334,1
54,71,335,1
54,71,336,1
54,71,337,1
54,71,338,1
54,71,339,1
54,71,340,1
57,74,293,1
54,71,341,1
57,74,295,1
54,71,342,1
57,74,296,1
54,71,127,1
57,74,298,1
54,71,343,1
54,71,344,1
57,74,300,1
54,71,345,1
54,71,346,1
57,74,302,1
54,71,347,1
57,74,303,1
54,71,348,1
57,74,305,1
54,71,349,1
54,71,283,1
54,71,350,1
54,71,351,1
54,71,352,1
54,71,353,1
54,71,354,1
54,71,355,1
54,71,356,1
54,71,357,1
58,75,197,1
58,75,211,1
58,75,358,1
58,75,359,1
58,75,360,1
58,75,215,1
58,75,1,1
58,75,6,1
59,76,7,1
59,76,361,1
59,76,117,1
59,76,1,1
59,76,362,1
59,76,293,1
59,76,363,1
59,76,364,1
60,77,268,1
60,77,365,1
60,77,302,1
60,77,293,1
60,77,366,1
60,77,305,1
60,77,367,1
60,77,368,1
60,77,49,1
61,78,293,1
60,77,369,1
61,78,370,1
60,77,7,1
60,77,285,1
60,77,371,1
60,77,372,1
60,77,373,1
60,77,283,1
61,79,197,1
61,79,374,1
62,80,375,1
62,80,376,1
62,80,377,1
63,81,378,1
63,81,379,1
63,81,380,1
63,81,381,1
63,81,382,1
63,81,383,1
63,81,7,1
63,81,285,1
63,81,384,1
63,81,50,1
63,81,283,1
63,81,385,1
63,81,1,1
64,82,90,1
64,82,386,1
64,82,387,1
64,82,388,1
64,82,389,1
64,82,390,1
64,82,391,1
64,82,392,1
65,83,393,1
65,83,284,1
65,83,7,1
65,83,92,1
65,83,394,1
65,83,259,1
66,84,284,1
66,84,7,1
66,84,395,1
66,84,49,1
66,85,284,1
66,84,396,1
66,85,7,1
66,85,395,1
66,84,1,1
66,85,49,1
66,84,239,1
67,86,6,1
66,85,396,1
67,86,397,1
67,86,398,1
66,84,399,1
66,85,1,1
66,85,239,1
67,86,262,1
66,85,399,1
67,86,400,1
67,86,401,1
67,86,259,1
67,86,258,1
68,87,402,1
68,87,403,1
68,87,185,1
68,87,7,1
69,88,284,1
69,88,7,1
69,88,395,1
69,88,49,1
69,88,396,1
69,88,1,1
69,88,239,1
69,88,399,1
70,89,6,1
70,89,397,1
70,89,398,1
70,89,262,1
70,89,400,1
70,89,401,1
70,89,259,1
70,89,258,1
71,90,284,1
71,90,7,1
71,90,395,1
71,90,49,1
71,90,396,1
71,90,1,1
71,90,239,1
71,90,399,1
71,90,368,1
71,90,369,1
71,90,285,1
71,90,371,1
71,90,372,1
71,90,373,1
71,90,283,1
72,91,404,1
72,91,405,1
72,91,406,1
72,91,407,1
72,91,408,1
73,92,404,1
73,92,405,1
73,92,406,1
73,92,407,1
73,92,408,1
73,92,78,1
73,92,409,1
74,93,284,1
74,93,7,1
74,93,395,1
74,93,49,1
74,93,396,1
74,93,1,1
74,93,239,1
74,93,399,1
74,93,78,1
74,93,410,1
74,93,397,1
74,93,411,1
74,93,412,1
74,93,413,1
74,93,414,1
74,93,415,1
74,93,227,1
74,93,416,1
74,93,417,1
74,93,50,1
73,92,219,1
73,92,1,1
73,92,418,1
73,92,239,1
73,92,419,1
75,94,7,1
75,94,377,1
75,94,285,1
75,94,304,1
75,94,183,1
75,94,49,1
75,94,420,1
75,94,78,1
75,94,284,1
75,94,421,1
75,94,361,1
75,94,422,1
75,94,423,1
75,94,383,1
75,94,384,1
75,94,50,1
75,94,283,1
75,94,385,1
75,94,1,1
76,95,424,1
76,95,425,1
76,95,6,1
76,95,404,1
76,95,408,1
77,96,404,1
77,96,426,1
77,96,296,1
77,96,298,1
77,96,300,1
77,96,407,1
77,96,408,1
78,97,427,1
78,97,428,1
78,97,429,1
78,97,430,1
78,97,431,1
78,97,432,1
78,97,433,1
78,97,32,1
78,97,78,1
78,97,219,1
78,97,434,1
78,97,435,1
78,97,436,1
78,97,1,1
79,98,219,1
79,99,219,1
79,99,404,1
79,99,408,1
80,100,404,1
80,100,219,1
80,100,437,1
80,100,438,1
80,100,406,1
80,100,49,1
81,101,404,1
81,101,426,1
81,101,296,1
81,101,298,1
81,101,300,1
81,101,407,1
81,101,408,1
82,102,174,1
82,102,259,1
82,102,78,1
82,102,439,1
82,102,440,1
82,102,441,1
82,102,442,1
82,102,443,1
82,102,444,1
82,102,445,1
82,102,446,1
82,102,447,1
82,102,448,1
82,102,1,1
83,103,404,1
83,103,405,1
83,103,406,1
83,103,407,1
83,103,408,1
84,104,219,1
84,104,404,1
84,104,449,1
84,104,406,1
84,104,296,1
84,104,298,1
84,104,300,1
84,104,407,1
85,105,404,1
85,105,450,1
85,105,407,1
85,105,408,1
86,106,404,1
86,106,405,1
86,106,406,1
86,106,407,1
86,106,408,1
86,106,78,1
86,106,219,1
86,106,409,1
86,106,274,1
86,106,451,1
87,107,452,1
87,107,453,1
87,107,219,1
87,107,454,1
87,107,455,1
87,107,456,1
87,107,457,1
87,107,1,1
88,108,458,1
88,108,459,1
88,108,460,1
88,108,78,1
88,108,461,1
88,108,462,1
88,108,463,1
88,108,464,1
88,108,464,1
88,108,107,1
88,108,465,1
88,108,466,1
88,108,467,1
89,109,458,1
89,109,468,1
90,110,458,1
