71.12,21.89,-80.27,5.43,18.09,14.41,53.79,44.79,44.79,-0.001249,0.274826
74.57,27.96,-49.3,5.44,18.02,14.03,54.3,47.46,47.46,-0.001261,0.224143
72.89,25.8,-51.56,5.44,17.92,13.92,54.29,51.24,51.24,-0.001233,0.982633
76.1,32.52,-26.12,5.45,17.83,13.82,54.72,49.94,49.94,-0.001147,1.157524
70.45,22.33,-52.72,5.45,17.73,13.78,54.38,43.95,43.95,-0.00104,1.208404
67.52,16.4,-62.13,5.45,17.62,13.81,54.19,35.39,35.39,-0.000983,1.213314
65.67,12.12,-65.09,5.45,17.51,13.86,54.5,39.03,39.03,-0.001057,1.208625
71.01,24.81,-16.3,5.45,17.42,13.72,54.58,44.52,44.52,-0.001087,0.905557
83.34,58.25,90.05,5.46,17.36,13.32,55.25,50.56,50.56,-0.000937,0.569606
96.01,98.99,188.48,5.47,17.32,13.17,55.79,52.99,52.99,0.000338,0
93.75,99.51,171.56,5.49,17.27,13.04,56.36,52.58,52.58,0.001096,0
66.81,12.04,-17.23,5.49,17.17,12.9,55.3,46.51,46.51,0.000733,0.576132
71.5,29.57,29.27,5.49,17.07,12.68,55.57,46.07,46.07,0.000309,0.411335
64.42,-1.36,-18.16,5.49,16.96,12.58,55.56,44.97,44.97,-0.000314,0.704935
60.74,-23.17,-40.66,5.48,16.86,12.5,55.41,45.45,45.45,-0.002129,0.755564
56.63,-53.21,-68.31,5.48,16.74,12.5,55.22,43.35,43.35,-0.003609,0.939677
57.52,-58.9,-50.57,5.48,16.62,12.5,55.48,44.52,44.52,-0.00369,0.801099
60.58,-43.25,-10.92,5.48,16.53,12.23,55.44,49.13,49.13,-0.003711,1.765298
77.46,83.78,154.16,5.49,16.47,11.99,56.62,61.82,61.82,-0.003595,1.15304
94.98,223.27,273.62,5.5,16.43,11.97,57.58,64.86,64.86,-0.001782,0.676197
89.9,186.03,202.91,5.51,16.39,11.96,56.36,59.21,59.21,-0.000685,0.960444
89.04,182.05,174.95,5.53,16.35,11.94,55.99,57.09,57.09,0.00048,0.868458
85.05,154.79,135.47,5.54,16.31,11.9,55.64,55.68,55.68,0.001406,0.837658
89.19,187.42,144.58,5.55,16.28,11.95,56.4,58.54,58.54,0.002556,0.695075
89.54,189.53,133.48,5.57,16.25,11.99,56.23,57.99,57.99,0.002035,0.831818
87.43,174.01,114.63,5.58,16.21,11.99,55.97,58.89,58.89,0.00242,0.827536
70,53.05,33.03,5.58,16.14,11.64,56.21,56.16,56.16,0.002222,1.148849
69.55,53.56,31,5.59,16.07,11.32,56.39,55.09,55.09,0.002175,1.172124
64.79,23.93,8.88,5.59,15.99,11.01,55.93,53.75,53.75,0.001765,1.201023
61.76,6.71,-5.74,5.59,15.91,10.71,56.49,54.14,54.14,0.001439,1.264782
58.13,-14.4,-23.9,5.6,15.82,10.52,56.71,53.3,53.3,0.001143,1.310981
60.93,9.56,-8.71,5.6,15.73,10.29,56.59,52.73,52.73,0.001121,1.22775
94.28,236.82,155.06,5.61,15.72,10.55,57.71,60.11,60.11,0.001297,0.629102
107.29,311.45,197.24,5.63,15.72,10.91,57.93,61.99,61.99,0.001641,0.447761
103.96,280.7,166.41,5.65,15.7,11.17,58.39,62.62,62.62,0.00199,0.393469
103.62,268.77,151.46,5.67,15.69,11.41,58.42,62.68,62.68,0.002318,0.465937
105.18,268.55,146.53,5.69,15.68,11.67,58.84,62.64,62.64,0.002624,0.443299
96.92,216.66,108.7,5.7,15.66,11.75,57.83,59.29,59.29,0.002563,0.679871
94.45,198.73,94.68,5.72,15.63,11.82,57.9,56.29,56.29,0.002434,0.56638
79.88,121.06,41.45,5.72,15.57,11.53,57.02,50.19,50.19,0.001988,0.914509
